id,driver,rider,state,time
18478,danaberge@hotmail.com,loretto36@walker.biz,FAIL,2016-06-07 03:30:27
18479,latrellboehm@lowe-brown.com,ola01@yahoo.com,SUCCESS,2016-06-21 02:55:29
18480,vhoeger@jakubowski.com,wittinglandyn@treutel.com,SUCCESS,2016-06-07 21:28:02
18481,jazmin18@windler.com,bradtkeselah@quigley-kunze.com,FAIL,2016-06-18 03:14:14
18482,russelzada@gmail.com,theta24@hotmail.com,SUCCESS,2016-06-19 23:09:25
18483,bschuster@okuneva-wilkinson.com,reillyjakubowski@hotmail.com,SUCCESS,2016-06-14 07:43:35
18484,bradtketito@vonrueden.com,leonardoortiz@yahoo.com,SUCCESS,2016-06-07 03:44:42
18485,zharber@yahoo.com,kimberly03@romaguera.com,SUCCESS,2016-06-21 01:54:02
18486,ullrichstorm@bauch.com,hahnirma@lubowitz.org,FAIL,2016-06-11 18:36:53
18487,loring24@gmail.com,bhowe@hotmail.com,FAIL,2016-06-18 23:43:12
18488,mozelle31@nicolas.com,clarajast@denesik.com,FAIL,2016-06-18 19:20:53
18489,atha40@lindgren.org,aleciaframi@breitenberg.com,FAIL,2016-06-08 06:33:17
18490,yokeefe@ryan.org,daisha07@gmail.com,SUCCESS,2016-06-08 02:38:21
18491,jerdebrynlee@hotmail.com,stanfordnolan@fay.com,SUCCESS,2016-06-10 08:36:59
18492,schaeferkamari@hotmail.com,thackett@hotmail.com,SUCCESS,2016-06-05 01:23:59
18493,ptremblay@mcclure-dibbert.info,kathey85@yahoo.com,FAIL,2016-06-08 06:38:44
18494,ullrichstorm@bauch.com,fishergauge@schaefer-reinger.com,FAIL,2016-06-11 07:08:36
18495,klingmetta@dibbert-emmerich.biz,pricerenner@bosco.com,SUCCESS,2016-06-12 15:11:28
18496,hattiedickens@kutch.com,kerlukebraeden@mertz.com,SUCCESS,2016-06-15 18:56:28
18497,parisianafton@hotmail.com,pfefferjuwan@hotmail.com,SUCCESS,2016-06-17 15:39:02
18498,gottliebmonika@upton-oconner.com,quigleychesley@smith-prohaska.com,SUCCESS,2016-06-15 19:42:13
18499,smith82@bins.com,leuschkelove@hotmail.com,SUCCESS,2016-06-20 15:47:49
18500,lweissnat@fadel.com,lotta57@gmail.com,SUCCESS,2016-06-15 06:41:05
18501,walshtyler@green-stark.org,northgerhold@smitham.com,SUCCESS,2016-06-17 23:23:42
18502,merrivonrueden@gmail.com,xmarquardt@bartoletti.com,SUCCESS,2016-06-04 03:02:49
18503,brandanmorar@emard.org,jkohler@hotmail.com,SUCCESS,2016-06-02 14:43:07
18504,ullrichstorm@bauch.com,dickinsonwilburn@morissette.org,SUCCESS,2016-06-06 13:41:37
18505,mills15@yahoo.com,abernathydorothy@gmail.com,SUCCESS,2016-06-15 23:28:54
18506,baileyalex@ohara.com,bernhardjerrad@gmail.com,SUCCESS,2016-06-07 05:28:54
18507,kuvalisjeryl@yahoo.com,spencerschamberger@little.org,SUCCESS,2016-06-14 03:28:37
18508,purdyevans@gmail.com,zjacobi@hotmail.com,SUCCESS,2016-06-09 02:23:16
18509,jere30@yahoo.com,anikolaus@jacobs.com,SUCCESS,2016-06-21 07:47:36
18510,kutchtilman@gmail.com,mullerprecious@yahoo.com,SUCCESS,2016-06-17 13:37:25
18511,kaitlin33@goodwin.com,eola02@yahoo.com,SUCCESS,2016-06-07 20:10:20
18512,ricardo73@gmail.com,ramonabatz@hotmail.com,FAIL,2016-06-03 17:57:59
18513,pagacnadia@hills.com,gearldkling@gmail.com,SUCCESS,2016-06-18 18:33:20
18514,harriskinley@mckenzie-predovic.org,omadare@greenholt.com,SUCCESS,2016-06-06 01:37:53
18515,bryan70@leuschke.com,aschumm@green.com,SUCCESS,2016-06-12 14:54:35
18516,drew16@gmail.com,toby13@gmail.com,SUCCESS,2016-06-11 00:24:00
18517,wardell82@sawayn.com,bahringermilissa@gmail.com,SUCCESS,2016-06-10 03:39:16
18518,christin15@gmail.com,brain93@hackett.com,FAIL,2016-06-08 18:21:56
18519,belleadams@yahoo.com,yframi@yahoo.com,FAIL,2016-06-15 06:49:15
18520,kuhlmanfrederic@gmail.com,dboyle@hotmail.com,SUCCESS,2016-06-08 16:00:42
18521,clementinafritsch@gmail.com,zola69@gmail.com,SUCCESS,2016-06-03 22:00:17
18522,agaylord@yahoo.com,duff59@gmail.com,SUCCESS,2016-06-09 09:35:47
18523,flatleydonnie@howell.info,ondrickawendy@erdman-stark.com,SUCCESS,2016-06-17 11:20:54
18524,vhoeger@jakubowski.com,emeline54@hotmail.com,SUCCESS,2016-06-09 15:13:28
18525,okunevarenada@cummings-bahringer.com,bradtkeyaretzi@christiansen.com,FAIL,2016-06-05 09:52:23
18526,haagmahalia@feest.com,arvo36@hauck.info,SUCCESS,2016-06-07 23:23:16
18527,racquelschneider@kreiger.biz,gstoltenberg@gmail.com,SUCCESS,2016-06-06 12:55:27
18528,kbogisich@hirthe.info,schummcharmaine@lesch-tromp.com,SUCCESS,2016-06-04 13:19:54
18529,harrishoeger@hotmail.com,abernathylonzo@towne.com,FAIL,2016-06-02 16:12:00
18530,torreyemmerich@grady.org,maddisonbeatty@kling-haag.com,SUCCESS,2016-06-03 00:16:35
18531,ewill@hotmail.com,linus15@yahoo.com,SUCCESS,2016-06-04 13:11:23
18532,cartwrightetter@yahoo.com,faithmurray@lockman.com,FAIL,2016-06-07 11:43:37
18533,adelardreilly@hotmail.com,srunte@gmail.com,SUCCESS,2016-06-20 03:02:34
18534,yandeldach@haag.org,joye05@goyette-crist.com,FAIL,2016-06-11 19:50:08
18535,emely65@haley.biz,kesslerburrell@kulas.com,FAIL,2016-06-16 03:20:46
18536,agreenfelder@greenholt.net,bmurphy@balistreri-kovacek.com,FAIL,2016-06-04 09:11:50
18537,kovacekronald@yahoo.com,jolettezieme@yahoo.com,FAIL,2016-06-07 04:16:58
18538,websterbeer@blanda.com,kgibson@hotmail.com,FAIL,2016-06-03 00:29:04
18539,marta35@yahoo.com,zkiehn@gmail.com,SUCCESS,2016-06-17 14:26:53
18540,alphonsleannon@gmail.com,moenanita@fadel-cremin.com,SUCCESS,2016-06-03 21:08:38
18541,xmills@hartmann.net,alissonflatley@yahoo.com,SUCCESS,2016-06-03 22:57:44
18542,wehnerriley@gmail.com,nyasiadaugherty@gmail.com,SUCCESS,2016-06-07 03:11:01
18543,gottliebcandida@treutel.net,bilalsmith@hotmail.com,SUCCESS,2016-06-18 09:52:00
18544,carolyne39@hotmail.com,omorissette@hotmail.com,SUCCESS,2016-06-08 13:18:44
18545,njacobs@hotmail.com,luveniagraham@beahan.com,SUCCESS,2016-06-21 00:10:39
18546,shirliehuels@wilkinson-mcdermott.org,tammycruickshank@gmail.com,FAIL,2016-06-04 16:57:28
18547,rohanbobby@leuschke-legros.com,offiemurphy@satterfield-ondricka.com,SUCCESS,2016-06-08 07:56:09
18548,trinityboehm@yahoo.com,kiaernser@hotmail.com,FAIL,2016-06-08 19:52:37
18549,atha40@lindgren.org,levadach@gmail.com,SUCCESS,2016-06-10 14:30:30
18550,corinnajohns@hotmail.com,ihettinger@runolfsson.info,SUCCESS,2016-06-19 18:02:00
18551,xstracke@lynch.com,antoniarau@yahoo.com,FAIL,2016-06-07 19:51:47
18552,cathiegottlieb@rath.info,atorp@hills-gottlieb.net,SUCCESS,2016-06-12 13:24:39
18553,beulahryan@vandervort-christiansen.com,murraylanette@schoen.com,FAIL,2016-06-21 03:34:10
18554,nancy46@gmail.com,hrau@gmail.com,SUCCESS,2016-06-12 09:56:18
18555,ppagac@morissette-schuster.com,aidencollins@gmail.com,SUCCESS,2016-06-13 12:40:29
18556,babyboykonopelski@yahoo.com,margaritaanderson@hotmail.com,SUCCESS,2016-06-16 18:55:58
18557,hfunk@gmail.com,ariel40@hotmail.com,SUCCESS,2016-06-11 00:21:40
18558,bradtkeolena@gmail.com,smithamearley@mccullough-russel.com,SUCCESS,2016-06-06 02:55:27
18559,racquelschneider@kreiger.biz,omosciski@welch.info,SUCCESS,2016-06-13 04:59:08
18560,bradtketito@vonrueden.com,derrekstokes@hotmail.com,FAIL,2016-06-14 19:35:17
18561,harriet85@nolan.com,wintheiserpatrick@bosco.info,SUCCESS,2016-06-13 01:22:14
18562,ritchienell@gmail.com,luann36@yahoo.com,SUCCESS,2016-06-18 03:45:22
18563,kparker@altenwerth.com,koelpinflossie@bernier.info,FAIL,2016-06-18 04:02:19
18564,nblock@brown.org,abshirenatalya@adams-jacobs.com,SUCCESS,2016-06-08 11:18:52
18565,ppagac@morissette-schuster.com,sharla66@walsh.net,SUCCESS,2016-06-03 22:22:49
18566,raynorkory@hackett.net,pmueller@grimes.com,SUCCESS,2016-06-07 03:07:18
18567,bradtketito@vonrueden.com,vaughnmaggio@leannon.net,SUCCESS,2016-06-12 04:00:55
18568,wuckertsheryll@gmail.com,bristol22@yahoo.com,FAIL,2016-06-04 23:11:34
18569,raynorkory@hackett.net,rosco04@hotmail.com,FAIL,2016-06-16 21:56:32
18570,harrishoeger@hotmail.com,sarina87@yahoo.com,FAIL,2016-06-12 22:29:05
18571,luann19@yahoo.com,alysa98@gmail.com,SUCCESS,2016-06-18 03:32:11
18572,daisha86@buckridge-ankunding.biz,boganlovina@hotmail.com,SUCCESS,2016-06-15 16:50:42
18573,jimmie91@bergnaum.com,ronindietrich@hotmail.com,SUCCESS,2016-06-09 12:22:36
18574,paucekthedore@hotmail.com,murphy70@gmail.com,SUCCESS,2016-06-14 22:19:25
18575,leannonmontana@ziemann-roberts.com,bula87@erdman-hansen.com,SUCCESS,2016-06-16 21:37:13
18576,oreillysusan@gmail.com,macejkovicantonette@wolf.com,SUCCESS,2016-06-04 04:55:04
18577,pagacnadia@hills.com,goyettecollette@robel-beer.com,FAIL,2016-06-10 07:46:08
18578,shelly17@oconner.net,sengersummer@mcclure.com,SUCCESS,2016-06-05 07:47:16
18579,smith82@bins.com,chyna74@herman-nolan.com,SUCCESS,2016-06-13 17:58:33
18580,reatha86@hotmail.com,gottliebrozella@hotmail.com,SUCCESS,2016-06-21 04:03:04
18581,langamaris@hotmail.com,danyell70@hotmail.com,SUCCESS,2016-06-20 16:24:14
18582,tiarra75@hotmail.com,sunshine37@aufderhar-schoen.net,SUCCESS,2016-06-02 19:34:39
18583,oreillysusan@gmail.com,fidencio77@yahoo.com,SUCCESS,2016-06-12 15:30:51
18584,zayne11@braun.com,hampwelch@harris.com,SUCCESS,2016-06-20 13:56:50
18585,ofahey@hotmail.com,blicksevert@wiegand-roob.com,SUCCESS,2016-06-19 09:03:08
18586,ritchienell@gmail.com,deenafeeney@frami-torp.com,FAIL,2016-06-21 08:08:42
18587,gottliebjemal@marquardt-conroy.biz,graftonreinger@gmail.com,SUCCESS,2016-06-09 20:04:44
18588,bryan70@leuschke.com,lillianaratke@bosco.com,SUCCESS,2016-06-07 15:59:41
18589,botsfordlavada@gmail.com,ochristiansen@cummerata-farrell.info,FAIL,2016-06-04 20:01:22
18590,tiarra75@hotmail.com,tleffler@witting-willms.com,SUCCESS,2016-06-13 13:03:25
18591,bryan70@leuschke.com,stanfordnolan@fay.com,SUCCESS,2016-06-11 08:16:12
18592,bjacobs@klocko-hammes.org,kochelgin@yahoo.com,FAIL,2016-06-04 22:41:47
18593,zjenkins@langosh-klein.com,saint86@okuneva.com,SUCCESS,2016-06-18 15:09:48
18594,okunevarenada@cummings-bahringer.com,kochlatrina@yahoo.com,SUCCESS,2016-06-21 10:21:50
18595,dale89@schulist.com,jeanineromaguera@smitham-herman.net,SUCCESS,2016-06-20 02:21:27
18596,desiraesimonis@gmail.com,adriantorphy@yahoo.com,FAIL,2016-06-05 05:32:47
18597,christal75@upton.com,lakesha08@pfeffer.com,SUCCESS,2016-06-12 06:06:41
18598,harriet85@nolan.com,xkassulke@gmail.com,SUCCESS,2016-06-07 13:15:34
18599,harriskinley@mckenzie-predovic.org,cubaschinner@hodkiewicz-bernier.org,SUCCESS,2016-06-05 15:21:44
18600,kdeckow@yahoo.com,ociehintz@yahoo.com,SUCCESS,2016-06-04 11:21:57
18601,bjornbednar@hotmail.com,tcollins@yahoo.com,SUCCESS,2016-06-08 03:24:23
18602,sjenkins@luettgen.biz,emmalineokon@runte-gulgowski.org,FAIL,2016-06-13 01:03:23
18603,nancy46@gmail.com,yaakov91@gmail.com,FAIL,2016-06-03 13:08:20
18604,orange53@gmail.com,bernadettewyman@yahoo.com,FAIL,2016-06-02 03:43:30
18605,weissnatverda@price.com,zjacobi@hotmail.com,SUCCESS,2016-06-11 06:41:05
18606,kutchjohnpaul@jacobs.org,melissiabeatty@hotmail.com,SUCCESS,2016-06-21 07:11:21
18607,greengenaro@yahoo.com,eliothowell@yahoo.com,SUCCESS,2016-06-07 18:10:26
18608,christopercormier@barton.com,dorathea65@medhurst.com,SUCCESS,2016-06-15 22:23:37
18609,mertzcamilo@gmail.com,uswift@yahoo.com,SUCCESS,2016-06-16 20:36:37
18610,njacobs@hotmail.com,tamatha72@brakus.com,SUCCESS,2016-06-19 18:18:51
18611,karis05@gmail.com,loni26@yahoo.com,SUCCESS,2016-06-13 04:48:20
18612,sawaynlugenia@yahoo.com,vernondonnelly@leffler-kunze.com,SUCCESS,2016-06-12 21:48:16
18613,zjenkins@langosh-klein.com,nterry@turner.net,FAIL,2016-06-17 19:36:06
18614,xmills@hartmann.net,dkirlin@weber-jaskolski.biz,SUCCESS,2016-06-18 03:12:32
18615,maribeth08@langworth.net,marisela72@yahoo.com,SUCCESS,2016-06-08 03:01:10
18616,dillon62@franecki.com,wademraz@gmail.com,SUCCESS,2016-06-13 06:38:03
18617,cherish02@bayer.com,boganlovina@hotmail.com,SUCCESS,2016-06-07 17:53:11
18618,jmuller@yahoo.com,dejatremblay@hotmail.com,SUCCESS,2016-06-18 10:48:17
18619,cherish02@bayer.com,chelsifisher@collins-heathcote.com,SUCCESS,2016-06-05 22:24:26
18620,langamaris@hotmail.com,glynis19@hotmail.com,SUCCESS,2016-06-13 07:25:47
18621,ispencer@gmail.com,lockmanlee@lemke.biz,SUCCESS,2016-06-04 13:44:45
18622,blynch@goodwin.com,pshields@windler-little.biz,SUCCESS,2016-06-05 20:31:21
18623,lkrajcik@yahoo.com,hosteenjacobs@green.org,FAIL,2016-06-08 14:30:34
18624,ydooley@hotmail.com,tgaylord@upton-jaskolski.com,SUCCESS,2016-06-19 06:22:57
18625,racquelschneider@kreiger.biz,coralie35@yahoo.com,FAIL,2016-06-05 10:05:25
18626,kuvalisjeryl@yahoo.com,stephani26@yahoo.com,SUCCESS,2016-06-09 15:27:32
18627,bradtkeolena@gmail.com,boreilly@gmail.com,SUCCESS,2016-06-12 01:05:16
18628,sharakovacek@reinger.org,zemlakmoriah@bartoletti-frami.com,FAIL,2016-06-08 19:47:19
18629,cole87@gmail.com,jacklyn18@koch-jast.org,SUCCESS,2016-06-16 08:03:15
18630,zbrown@yahoo.com,korbin66@hotmail.com,SUCCESS,2016-06-06 19:33:05
18631,ppagac@morissette-schuster.com,hessiekassulke@hotmail.com,SUCCESS,2016-06-04 07:47:22
18632,sswift@hotmail.com,htrantow@hotmail.com,SUCCESS,2016-06-16 16:49:51
18633,link15@hayes.org,jacqulyn25@yahoo.com,SUCCESS,2016-06-13 07:12:17
18634,corinnajohns@hotmail.com,sipeschimere@mcdermott-abernathy.com,SUCCESS,2016-06-05 08:16:40
18635,bradtkeolena@gmail.com,uortiz@hotmail.com,SUCCESS,2016-06-04 10:39:03
18636,ydooley@hotmail.com,kbuckridge@monahan.com,SUCCESS,2016-06-12 00:43:13
18637,hfunk@gmail.com,kcarroll@gmail.com,FAIL,2016-06-03 14:31:31
18638,lorenzarutherford@yahoo.com,braunhal@bauch.com,SUCCESS,2016-06-07 03:20:02
18639,sherrill21@dooley.info,lornarenner@gmail.com,FAIL,2016-06-10 05:56:52
18640,gottliebcandida@treutel.net,dondricka@leannon.com,SUCCESS,2016-06-18 06:49:52
18641,christin15@gmail.com,clintonziemann@gmail.com,SUCCESS,2016-06-08 22:01:08
18642,codiehagenes@friesen.info,cassiniva@gmail.com,SUCCESS,2016-06-09 18:51:02
18643,murrayelsa@waelchi.com,julianahackett@hotmail.com,SUCCESS,2016-06-09 01:57:48
18644,drew16@gmail.com,shayne44@hamill.com,SUCCESS,2016-06-06 23:24:05
18645,nienowvaleria@schmitt.org,hebertlynch@baumbach-pacocha.biz,SUCCESS,2016-06-11 09:48:41
18646,dmccullough@hotmail.com,hattiefahey@franecki.com,FAIL,2016-06-10 15:05:38
18647,wardell82@sawayn.com,jwillms@daugherty.com,SUCCESS,2016-06-14 06:41:26
18648,ramonbailey@reinger.net,auerjonnie@beatty.com,SUCCESS,2016-06-20 06:02:40
18649,mozelle31@nicolas.com,robertsedie@rogahn.com,SUCCESS,2016-06-08 01:12:03
18650,irven29@gmail.com,almuswelch@yahoo.com,FAIL,2016-06-08 12:04:04
18651,njacobs@hotmail.com,luann59@pfeffer.com,SUCCESS,2016-06-18 03:19:36
18652,parisianafton@hotmail.com,barton23@gmail.com,SUCCESS,2016-06-12 22:55:49
18653,reatha86@hotmail.com,elie89@yahoo.com,SUCCESS,2016-06-02 15:15:45
18654,homenickcason@conroy-lowe.com,monserrat99@yahoo.com,FAIL,2016-06-07 16:18:03
18655,juliann88@hotmail.com,zayden65@kertzmann-ondricka.info,SUCCESS,2016-06-09 08:48:45
18656,bschuster@okuneva-wilkinson.com,yazmin70@hotmail.com,SUCCESS,2016-06-07 05:43:05
18657,santana79@hotmail.com,kaylenrath@yost-baumbach.org,SUCCESS,2016-06-08 11:25:45
18658,jaidynwalsh@corkery.info,wdurgan@franecki.com,SUCCESS,2016-06-20 18:16:07
18659,shirliehuels@wilkinson-mcdermott.org,okutch@shields.com,SUCCESS,2016-06-19 07:28:46
18660,desiraesimonis@gmail.com,yhessel@yahoo.com,SUCCESS,2016-06-14 21:18:13
18661,cherish02@bayer.com,amalie89@koss.info,SUCCESS,2016-06-06 11:57:39
18662,roll76@kautzer.com,kelleeondricka@yahoo.com,SUCCESS,2016-06-13 10:00:42
18663,aretha47@hotmail.com,mantekipp@zulauf-klein.com,SUCCESS,2016-06-18 08:13:43
18664,flatleydonnie@howell.info,beiertatyana@willms-leffler.org,FAIL,2016-06-10 13:10:15
18665,gottliebjemal@marquardt-conroy.biz,alfredo28@hotmail.com,SUCCESS,2016-06-19 03:27:45
18666,ofahey@hotmail.com,almonhauck@botsford.com,FAIL,2016-06-12 07:00:15
18667,mozelle31@nicolas.com,izola12@hotmail.com,SUCCESS,2016-06-10 20:08:32
18668,ptremblay@mcclure-dibbert.info,clemmiebosco@yahoo.com,SUCCESS,2016-06-21 02:59:20
18669,gottliebmonika@upton-oconner.com,mlockman@hotmail.com,SUCCESS,2016-06-13 01:50:24
18670,dangeloyundt@wisoky.org,ntowne@yahoo.com,SUCCESS,2016-06-09 05:39:22
18671,melaniethompson@hotmail.com,jeancrist@hotmail.com,SUCCESS,2016-06-14 23:33:39
18672,steviepouros@blanda-barton.biz,wittingkeenan@hotmail.com,FAIL,2016-06-19 10:46:05
18673,myrtle65@ward.com,lakeisha63@dare-mann.org,SUCCESS,2016-06-08 06:27:55
18674,westantwan@greenholt.com,adriantorphy@yahoo.com,SUCCESS,2016-06-06 00:36:06
18675,carolyne39@hotmail.com,jacklyn41@hotmail.com,SUCCESS,2016-06-11 02:32:49
18676,kutchjohnpaul@jacobs.org,kimbercormier@turner.com,SUCCESS,2016-06-16 01:40:27
18677,amadoprice@hotmail.com,rosenbaumkathrine@hotmail.com,FAIL,2016-06-08 04:58:30
18678,daisha86@buckridge-ankunding.biz,joye05@goyette-crist.com,SUCCESS,2016-06-12 08:26:04
18679,kimberlymann@yahoo.com,othacrist@yahoo.com,SUCCESS,2016-06-09 10:38:25
18680,ewill@hotmail.com,severtrice@wintheiser.biz,SUCCESS,2016-06-14 23:40:32
18681,wehnerriley@gmail.com,verlenekeeling@yahoo.com,FAIL,2016-06-02 15:40:03
18682,nblock@brown.org,torie48@volkman-cormier.com,SUCCESS,2016-06-10 10:48:33
18683,purdyevans@gmail.com,ewinwaelchi@yahoo.com,SUCCESS,2016-06-17 11:46:50
18684,anolan@altenwerth.com,emmaline61@nitzsche-conroy.biz,FAIL,2016-06-06 05:12:49
18685,samara25@rodriguez.com,umiller@abshire.com,SUCCESS,2016-06-03 13:03:34
18686,dakotalowe@gmail.com,boylechace@beer-gibson.net,SUCCESS,2016-06-15 00:25:40
18687,eve52@gmail.com,dickijaylynn@kirlin.com,SUCCESS,2016-06-05 04:18:12
18688,clemmie94@gmail.com,dtrantow@bins.com,SUCCESS,2016-06-06 06:55:11
18689,kadencruickshank@yahoo.com,mquitzon@johns-hegmann.com,SUCCESS,2016-06-02 01:09:49
18690,felixyost@wilderman.com,priscilla53@tromp.com,SUCCESS,2016-06-07 07:15:34
18691,dangeloyundt@wisoky.org,melinda21@waelchi.biz,SUCCESS,2016-06-21 01:13:24
18692,drew16@gmail.com,korn@gmail.com,SUCCESS,2016-06-10 02:02:31
18693,kianakshlerin@yahoo.com,spouros@oreilly.net,SUCCESS,2016-06-18 21:13:49
18694,spollich@robel.com,brielle32@dare.com,SUCCESS,2016-06-20 23:05:56
18695,marina68@olson-orn.com,lavarbrekke@hotmail.com,SUCCESS,2016-06-18 14:08:42
18696,fweber@hotmail.com,zemlakred@yahoo.com,SUCCESS,2016-06-03 22:13:44
18697,nohara@yahoo.com,halleystanton@yahoo.com,SUCCESS,2016-06-10 18:00:03
18698,sjenkins@luettgen.biz,swiftkazuko@bauch-bins.org,SUCCESS,2016-06-10 23:51:56
18699,ciarramayer@keebler-howe.com,giovaniwest@lehner.net,FAIL,2016-06-05 11:38:39
18700,ghessel@hotmail.com,osinskigeorgette@hotmail.com,SUCCESS,2016-06-16 04:45:23
18701,daredevyn@yahoo.com,bebe50@yahoo.com,SUCCESS,2016-06-04 03:28:01
18702,claudieparker@gmail.com,ingaratke@hotmail.com,FAIL,2016-06-10 17:57:18
18703,melaniethompson@hotmail.com,knutecollins@bashirian.net,SUCCESS,2016-06-07 14:02:55
18704,lossiemante@gmail.com,hoegerclem@hotmail.com,SUCCESS,2016-06-06 09:43:28
18705,scollins@wuckert.biz,qprice@stroman.net,FAIL,2016-06-18 16:27:57
18706,mills15@yahoo.com,jayzboncak@kilback-batz.org,SUCCESS,2016-06-02 01:00:34
18707,ewill@hotmail.com,yuridiamayert@yahoo.com,FAIL,2016-06-08 14:57:24
18708,candidafisher@kling.com,malinda63@dooley.net,FAIL,2016-06-09 14:56:19
18709,karis05@gmail.com,ykub@hotmail.com,SUCCESS,2016-06-15 20:57:49
18710,bartolettilashunda@gmail.com,gutkowskimaximo@schneider.com,FAIL,2016-06-19 14:07:28
18711,lennie99@green.com,osinskijosephine@gmail.com,SUCCESS,2016-06-07 13:11:36
18712,reatha86@hotmail.com,bkoch@wolf-stehr.com,SUCCESS,2016-06-21 05:28:50
18713,mcormier@cruickshank-kuhlman.com,lindgrenjerusha@rath-greenfelder.info,SUCCESS,2016-06-19 20:21:13
18714,bertrandmccullough@schneider.biz,zayden65@kertzmann-ondricka.info,SUCCESS,2016-06-15 20:51:55
18715,stiedemannmearl@yahoo.com,oschinner@ferry-wiegand.com,SUCCESS,2016-06-03 21:17:47
18716,xstracke@lynch.com,aufderharleisha@medhurst-casper.org,SUCCESS,2016-06-11 03:01:33
18717,pagacnadia@hills.com,ernestinareinger@reichel-bailey.com,SUCCESS,2016-06-04 15:19:02
18718,lossiemante@gmail.com,joella51@gmail.com,SUCCESS,2016-06-06 01:50:04
18719,murphykathie@gmail.com,moencap@hotmail.com,SUCCESS,2016-06-19 13:02:30
18720,loring24@gmail.com,cormierever@russel.org,FAIL,2016-06-17 00:11:26
18721,collinsflint@yahoo.com,murazikbush@hackett.org,SUCCESS,2016-06-15 06:46:29
18722,spollich@robel.com,krystaltorphy@lowe.com,SUCCESS,2016-06-21 11:59:20
18723,rrippin@yahoo.com,zeldadare@senger.org,SUCCESS,2016-06-09 23:23:27
18724,websterbeer@blanda.com,roni45@hotmail.com,SUCCESS,2016-06-19 04:11:25
18725,brussel@brakus-luettgen.info,gwaelchi@hotmail.com,FAIL,2016-06-19 00:38:47
18726,camronhermiston@ledner.org,deondrerowe@yahoo.com,SUCCESS,2016-06-14 11:30:58
18727,effertzgillian@schinner-sawayn.com,nkonopelski@kohler.com,SUCCESS,2016-06-06 06:08:07
18728,brandanmorar@emard.org,geroldkeebler@luettgen.org,SUCCESS,2016-06-08 19:09:18
18729,botsfordlavada@gmail.com,jstiedemann@zboncak.biz,FAIL,2016-06-16 12:15:46
18730,dillon62@franecki.com,sengerorpha@legros.info,SUCCESS,2016-06-20 13:24:44
18731,brussel@brakus-luettgen.info,dhirthe@lemke.com,SUCCESS,2016-06-12 00:43:31
18732,botsfordlavada@gmail.com,kalene35@yahoo.com,SUCCESS,2016-06-11 01:23:14
18733,babyboykonopelski@yahoo.com,jastjay@hilpert.net,FAIL,2016-06-14 18:09:16
18734,kutchjohnpaul@jacobs.org,konopelskidanyel@hermiston.net,SUCCESS,2016-06-20 14:38:32
18735,vicy41@hotmail.com,crooksfidel@gmail.com,SUCCESS,2016-06-14 15:29:10
18736,tiarra75@hotmail.com,wolfbonny@yahoo.com,SUCCESS,2016-06-20 02:40:23
18737,jmuller@yahoo.com,hodkiewiczcarleen@parker.com,FAIL,2016-06-04 16:55:59
18738,kimberlymann@yahoo.com,manniezemlak@little.com,SUCCESS,2016-06-04 00:05:10
18739,gravesolson@bauch.com,janiyahhartmann@dickens.com,SUCCESS,2016-06-07 00:50:02
18740,hattiedickens@kutch.com,qgibson@yahoo.com,FAIL,2016-06-09 18:57:00
18741,websterbeer@blanda.com,jordinbergstrom@gmail.com,SUCCESS,2016-06-16 18:51:07
18742,wardell82@sawayn.com,oconnelleffa@hotmail.com,SUCCESS,2016-06-09 18:41:51
18743,rempelnicky@hartmann.net,ccorwin@johnston-durgan.com,SUCCESS,2016-06-08 20:43:16
18744,bartolettilashunda@gmail.com,dillon32@gmail.com,SUCCESS,2016-06-06 23:19:45
18745,raynorkory@hackett.net,ian11@yahoo.com,SUCCESS,2016-06-19 00:51:55
18746,bjornbednar@hotmail.com,febert@yahoo.com,SUCCESS,2016-06-19 20:38:00
18747,rodriguezjohana@hotmail.com,hudsonlaurie@gmail.com,SUCCESS,2016-06-16 15:11:50
18748,klingoda@hotmail.com,maiframi@graham.net,FAIL,2016-06-11 00:12:26
18749,eve52@gmail.com,mont84@nicolas.net,SUCCESS,2016-06-20 06:24:57
18750,mkunze@kihn.net,khartmann@fadel.com,SUCCESS,2016-06-18 05:59:51
18751,bschuster@okuneva-wilkinson.com,elmyra81@greenholt.com,SUCCESS,2016-06-20 21:59:11
18752,tauruslueilwitz@conn-williamson.info,qterry@greenfelder.biz,SUCCESS,2016-06-17 00:23:31
18753,skeeling@homenick.com,almer29@gmail.com,FAIL,2016-06-19 19:57:03
18754,savannagottlieb@mckenzie.com,markellbogan@shields.com,SUCCESS,2016-06-14 01:59:28
18755,jimmie91@bergnaum.com,soconnell@yahoo.com,SUCCESS,2016-06-16 22:53:50
18756,winifred10@bosco-haag.com,tgraham@gmail.com,FAIL,2016-06-14 07:17:25
18757,kparker@altenwerth.com,auerkenji@gmail.com,FAIL,2016-06-09 21:42:23
18758,mertzcamilo@gmail.com,nsipes@weissnat-cummings.net,FAIL,2016-06-15 20:33:56
18759,tmcdermott@stoltenberg-collier.com,jwelch@armstrong.com,SUCCESS,2016-06-20 13:31:45
18760,candis49@herman-runte.com,jonnie91@pfannerstill.info,SUCCESS,2016-06-08 09:34:46
18761,link15@hayes.org,stokesmarjory@cummings.com,SUCCESS,2016-06-09 17:23:15
